url,food,course,ingredients,instructions,ingredients_clean,ingredients_token
https://panlasangpinoy.com/one-pan-sandwich/,One Pan Sandwich,Breakfast,"5 strips CDO Young Pork Bacon, 2 eggs, 2 bread slices, 2 tablespoons mayonnaise, 2 tablespoons butter, 3 tablespoons cooking oil","Heat around 1 tablespoon of cooking oil in a pan. Cook one side of the CDO young Pork Bacon until it becomes crispy (Note: use low to medium heat setting). Turn the bacon over and do the same to the opposite side. Remove the bacon and chop into smaller pieces. Set aside.
Beat the eggs until smooth. Note: you may add salt if you want.
Heat 2 tablespoons of cooking oil in a pan. Pour the beaten egg. Cook until firm. Turn it over and continue cooking the other side.
Meanwhile, spread mayonnaise on one side of each bread slice. Put both bread slices side-by-side on top of the egg with the mayonnaise side facing down.
Spread butter over each bread slice.
Using a wide spatula, flip the egg and bread so that the side of the bread with butter touches the pan.
Arrange CDO Young Pork Bacon on top of the egg (do this only on one side). Continue cooking until the side of the bread that touches the pan turns golden brown in color.
Secure sandwich by folding the bread wherein one bread slice is on top and the other is on the bottom.
Remove the sandwich from the pan. Serve for breakfast. Share and enjoy!",cdo pork bacon egg bread mayonnaise butter,"['cdo', 'pork', 'bacon', 'egg', 'bread', 'mayonnaise', 'butter']"
https://panlasangpinoy.com/bacon-stuffed-pancake/,Bacon Stuffed Pancake,Breakfast,"5 strips CDO Young Pork Bacon, 1 cup pancake mix, 1 egg, 3/4 water, 1 tablespoon canola oil","Heat around 1 tablespoon of cooking oil in a pan. Cook one side of the CDO young Pork Bacon until it becomes crispy (Note: use low to medium heat setting). Turn the bacon over and do the same to the opposite side. Remove the bacon and chop into smaller pieces. Set aside.
Combine all the pancake batter ingredients in a mixing bowl. Mix well usinng a wire whisk.
Heat a clean non-stick pan and spread around 1 tablespoon of canolaoil.
Scoop around 6 tablespoons of pancake batter and pour it into the pan. Top with some bacon sliced.
Flip the pancake once you see bubbling on top. Continue cooking for 30 seconds to 1 minute. You will know that you are done when the pancake slides freely when you shake the pan. Transfer to a serving plate. Do the same step until the entire pancake batter is consumed.
Serve with extra CDO Young Pork Bacon on the side. Enjoy with your favorite drink for breakfast.",cdo pork bacon pancake egg canola,"['cdo', 'pork', 'bacon', 'pancake', 'egg', 'canola']"
https://panlasangpinoy.com/not-your-ordinary-chicken-adobo/,Not Your Ordinary Chicken Adobo,Main Course,"2 1/2 lbs. chicken cut into serving pieces, 1 Knorr chicken cube, 1 head garlic crushed, 1 onion minced, 1 ½ teaspoon brown sugar, 4 bay leaves, 1 1/2 teaspoons whole peppercorn, 4 tablespoons soy sauce, 6 tablespoons white vinegar, 2 tablespoons oyster sauce, 1 cup water, ¼ cup green onions chopped, 1 tablespoon butter, 3 tablespoons cooking oil","Combine chicken, soy sauce, vinegar, and half of the crushed garlic in a bowl. Mix until all ingredients are well blended. Let it stay for at least 1 hour.
Fry the remaining garlic until golden brown. Set aside.
Combine the butter and garlic-infused oil (this is the oil used to cook the garlic). Sauté the onion and then add the marinated chicken. Cook until the chicken turns light brown.
Add the oyster sauce and then pour the remaining marinade and water. Let it boil.
Add Knorr chicken cube, sugar, bay leaves, fried garlic, and whole peppercorn. Reduce to a simmer. Cover the pot and cook for 35 to 45 minutes.
Transfer to a serving bowl. Garnish with chopped green onions.
Serve. Share and enjoy!",chicken knorr chicken head garlic onion bay peppercorn soy sauce white vinegar oyster sauce onion butter,"['chicken', 'knorr', 'chicken', 'head', 'garlic', 'onion', 'bay', 'peppercorn', 'soy', 'sauce', 'white', 'vinegar', 'oyster', 'sauce', 'onion', 'butter']"
https://panlasangpinoy.com/crispy-pata-kare-kare/,Crispy Pata Kare Kare,Main Course,"4 lbs. pork hock pata, 2 teaspoons salt, 3 cups cooking oil, 1/2 cup shrimp paste, 3 quarts water, 1 tablespoon salt, 7 dried bay leaves, 1 tablespoon whole peppercorn, Salt and ground black pepper to taste, 1 1/4 cup peanut paste, 1 piece Knorr Pork Cube, 2 tablespoons annatto powder, 1 onion chopped, 4 cloves garlic minced, 2 cups water, 3 tablespoons cooking oil, Salt and ground black pepper to taste, 2 bunches bok choy, 2 eggplants sliced, 10 string beans cut in 2-inch pieces, 18 ounces banana blossom in brine canned","Combine all the boiling ingredients in a large cooking pot. Add pork hock. Boil for 1 hour. Remove the pork hock from the cooking pot. Let it cool down and then rub salt all over. Air dry for 30 minutes.
Heat oil in a pan. Sauté garlic and onion. Once the onion softens, add the peanut paste. Stir and cook for 1 minute. Pour water and then stir until the mixture becomes smooth. Let the liquid boil. Add Knorr Pork Cube and annatto powder. Cover the pot. Reduce the heat to a simmer. Continue cooking until your desired consistency is achieved. Season with salt and ground black pepper. Set aside.
Heat oil in a wide and deep pot. Fry the pork hock until the bottom side turns golden brown and crispy. Turn it over and do the same thing on the opposite side. Remove from the pot. Let it cool down. Debone the pork hock. Set aside.
Arrange the vegetable ingredients on a steamer. Steam for 3 to 5 minutes. Set aside.
Assemble your crispy pata kare-kare by pouring half of the sauce on a serving bowl. Arrange the steamed vegetables all around. Top with crispy pata. Distribute the remaining sauce by pouring onto the bowl. Serve with shrimp paste (bagoong alamang) as a condiment. Share and enjoy!",pork hock pata shrimp paste bay peppercorn black peanut paste knorr pork annatto powder onion garlic black bok choy eggplant string bean banana blossom brine,"['pork', 'hock', 'pata', 'shrimp', 'paste', 'bay', 'peppercorn', 'black', 'peanut', 'paste', 'knorr', 'pork', 'annatto', 'powder', 'onion', 'garlic', 'black', 'bok', 'choy', 'eggplant', 'string', 'bean', 'banana', 'blossom', 'brine']"
https://panlasangpinoy.com/embutido-cordon-bleu/,Embutido Cordon Bleu,Main Course,"8 slices ham, 8 slices Swiss cheese, ½ cup all-purpose flour, 2 eggs, 1 1/2 cups panko breadcrumbs, 2 cups cooking oil, 1 lb. ground pork, 1 lb. ground chicken, 1 Knorr Chicken Cube mashed, ¼ cup sweet pickle relish, 1 cup cheddar cheese grated, 1 red bell pepper minced, ½ cup raisins, 1 carrot minced, 1 onion minced, 1 egg, 1 teaspoons salt, 1/2 teaspoon ground black pepper, 3/4 cups breadcrumbs, ½ cup heavy whipping cream, 2 tablespoons Dijon mustard, 1 ½ tablespoons butter, 2 tablespoons minced yellow onion, Salt to taste","Combine all the embutido ingredients in a bowl. Mix well. Set aside.
Lay a sheet of foil on a flat surface. Scoop ¾ cups of meat mixture and spread it on the foil. Lay 2 slices of ham over the meat mixture and top it with 2 slices of cheese. Roll the foil and secure by twisting the ends.
Steam for 1 hour. Remove from the steamer and let this cool down. Remove foil wrap.
Heat 2 cups cooking oil.
Dredge each embutido in all-purpose flour. Dip it in beaten egg, and then coat with panko breadcrumbs.
Deep fry until golden brown. Set aside.
Make the Dijon cream sauce by melting butter in a saucepan. Add onion. Cook until soft.
Pour heavy whipping cream. Stir and add Dijon mustard. Stir and continue cooking using between low to medium heat setting until the sauce reduces to half. Add salt to taste.
Arrange the embutido cordon bleu on a serving plate. Serve with creamy Dijon sauce. Share and enjoy",ham swiss cheese allpurpose flour egg panko breadcrumb pork chicken knorr chicken mash pickle relish cheddar cheese red bell raisin carrot onion egg black breadcrumb heavy whip cream dijon mustard butter yellow onion,"['ham', 'swiss', 'cheese', 'allpurpose', 'flour', 'egg', 'panko', 'breadcrumb', 'pork', 'chicken', 'knorr', 'chicken', 'mash', 'pickle', 'relish', 'cheddar', 'cheese', 'red', 'bell', 'raisin', 'carrot', 'onion', 'egg', 'black', 'breadcrumb', 'heavy', 'whip', 'cream', 'dijon', 'mustard', 'butter', 'yellow', 'onion']"
https://panlasangpinoy.com/lasagna-roll-ups/,Lasagna Roll-Ups,Main Course,"12 sheets lasagna noodles, 1 cup mozzarella cheese, 3 tablespoons parsley minced, 6 cups water, 1 teaspoon salt, 1 lb. ground beef, 1 Knorr beef cube, 23 ounces marinara sauce, 1 onion minced, 2 cloves garlic minced, Salt and ground black pepper to taste, 1 lb. ricotta cheese, 2 cups mozzarella cheese, 5 tablespoons parmesan cheese, 1 egg beaten, 3 tablespoons basil chopped","Boil 6 cups water in a cooking pot. Add salt and put-in the lasagna sheets. Cook it according to package instructions. Drain the water and set aside the lasagna.
Make the meat sauce by browning the ground beef in a cooking pot. Add onion and garlic. Continue cooking until the onion softens.
Pour the marinara sauce into the pot. Stir and let the mixture boil. Add Knorr beef cube. Reduce the heat to a simmer and cook for 8 to 10 minutes. Season with salt and ground black pepper. Set aside.
Combine all the cheese filling ingredient in a bowl. Mix well. Set aside.
Arrange the lasagna on a flat surface. Scoop around 3 to 4 tablespoons of cheese filling mixture and spread it over each lasagna sheet. Spread around 2 tablespoons of meat mixture over it.
Spread ½ cup of meat sauce on your baking pan. Roll each lasagna sheet and arrange it on the pan. Top with remaining meat sauce and sprinkle 1 cup mozzarella cheese over it. Cover the pan with aluminum foil. Bake in 375F for 30 minutes.
Take the foil out and broil until cheese browns a bit. Remove from the oven and sprinkle parsley on top.
Serve. Share and enjoy!",sheet lasagna noodle mozzarella cheese parsley beef knorr beef marinara sauce onion garlic black ricotta cheese mozzarella cheese parmesan cheese egg basil,"['sheet', 'lasagna', 'noodle', 'mozzarella', 'cheese', 'parsley', 'beef', 'knorr', 'beef', 'marinara', 'sauce', 'onion', 'garlic', 'black', 'ricotta', 'cheese', 'mozzarella', 'cheese', 'parmesan', 'cheese', 'egg', 'basil']"
https://panlasangpinoy.com/crispy-pata-dinakdakan/,Crispy Pata Dinakdakan,"Appetizer, Main Course","3 ounces pork liver, 2 onions sliced, ½ cup green onions chopped, 3 Thai chili pepper chopped, 1 ½ teaspoons salt, 4 lbs. pork hock pata, 2 teaspoons whole peppercorn, 3 bay leaves, 6 cups water, ¾ cup Lady’s Choice Mayonnaise, 2 tablespoons Knorr Liquid Seasoning, 3 tablespoons white vinegar, ¼ teaspoon ground black pepper","Tenderize the pork hock by combining all the pork hock boiling ingredients in a cooking pot. Cover and boil between low to medium heat setting for 80 minutes. Drain the liquid and let the pork cool down to room temperature. Debone the pork hock using a sharp knife. Set aside (note: You may discard the bones.).
Rub 2 teaspoons of salt all over the skin of the pork.
Prepare the dressing by combining all the dressing ingredients in a bowl. Stir until smooth.
Rub 1 teaspoon salt all over the liver. Heat the cooking oil in a pan. Fry both sides of the liver until it browns. Remove from the pan and slice into serving pieces. Set aside.
Heat oil in a deep cooking pot. Fry the pata until golden brown and crispy. Remove from the pot and let it cool down.
Chop the crispy pata into bite-size pieces. Put it in a large mixing bowl, add the fried liver, and add the dressing, onion, green onion, and chili peppers. Toss until well blended.
Transfer to a serving plate. Serve. Share and enjoy!",pork liver onion onion chili pork hock pata peppercorn bay lady mayonnaise knorr white vinegar black,"['pork', 'liver', 'onion', 'onion', 'chili', 'pork', 'hock', 'pata', 'peppercorn', 'bay', 'lady', 'mayonnaise', 'knorr', 'white', 'vinegar', 'black']"
https://panlasangpinoy.com/christmas-chicken-curry/,Christmas Chicken Curry,Main Course,"2 1/2 lbs chicken, 1 Knorr chicken cube, 2 potatoes diced, 2 carrots diced, 1 red bell pepper, 3 long green peppers, 1 tbsp curry powder, 1 teaspoon turmeric powder, 2 cups coconut milk, 1 cups water, 1 tablespoon Knorr cream of mushroom, 3 tablespoons cooking oil, Salt and ground black pepper to taste","Heat oil in a pot. Sauté garlic, onion, and ginger.
Add the chicken once the onion softens. Cook until the chicken turns light brown.
Add curry powder and turmeric powder. Stir and pour coconut milk and water. Let boil.
Add Knorr chicken cube. Cover the pot. Cook in a low heat setting for 20 minutes.
Add potato and carrots. Cook for 8 minutes.
Combine 1 tablespoon of Knorr cream of mushroom soup mix with ½ cup water. Mix well. Add mixture to the pot. Stir.
Add bell pepper and long green chili pepper. Cover the pot and continue cooking for 5 minutes.
Season with salt and ground black pepper. Serve. Share and enjoy!",chicken knorr chicken potato dice carrot dice red bell curry powder turmeric powder coconut milk knorr cream mushroom black,"['chicken', 'knorr', 'chicken', 'potato', 'dice', 'carrot', 'dice', 'red', 'bell', 'curry', 'powder', 'turmeric', 'powder', 'coconut', 'milk', 'knorr', 'cream', 'mushroom', 'black']"
https://panlasangpinoy.com/ham-and-chicken-macaroni-salad/,Ham and Chicken Macaroni Salad,Appetizer,"1 lb. elbow macaroni, 8 oz ham cubed, 8 ounces chicken breast, 1 red onion chopped, 4 ribs celery chopped, 1 cup green peas cooked, 2 red bell pepper chopped, ¾ cup sweet pickle relish, 8 ounces pineapple tidbits, 1 cup carrot cubed, 4 cups water, 1 ½ cups Lady’s Choice Mayonnaise, ¾ cup all-purpose cream optional, 1 ½ teaspoons onion powder, 1 teaspoon sugar, Salt and ground black pepper to taste","Boil water in a cooking pot. Add 1 teaspoon of salt. Put the chicken into the pot. Cover and continue boiling in medium heat setting for 16 to 18 minutes. Remove the chicken from the pot and let it cool down. Dice it once the temperature is manageable.
Continue boiling the chicken stock (this is the water used to boil the chicken) and add the elbow macaroni. Cook it according to package instructions. Drain the chicken stock and place the macaroni on a large mixing bowl.
Combine all the dressing ingredients. Mix well. Set aside.
Combine macaroni, ham, chicken, onion, celery, green peas, pickle relish, pineapple tidbits, and carrots. Toss.
Add the dressing and continue tossing until all the ingredients are well incorporated.
Cover the bowl and refrigerate for at least 3 hours. Serve chilled. Share and enjoy!",macaroni ham cub chicken breast red onion rib celery pea red bell pickle relish pineapple carrot cub lady mayonnaise all purpose cream onion powder black,"['macaroni', 'ham', 'cub', 'chicken', 'breast', 'red', 'onion', 'rib', 'celery', 'pea', 'red', 'bell', 'pickle', 'relish', 'pineapple', 'carrot', 'cub', 'lady', 'mayonnaise', 'allpurpose', 'cream', 'onion', 'powder', 'black']"
https://panlasangpinoy.com/fried-chicken-with-mayo-garlic-glaze/,Fried Chicken with Mayo Garlic Glaze,Main Course,"1 ½ lbs. chicken thighs cut into serving pieces, 2 eggs beaten, 2 cups cooking oil, 2 tablespoons Knorr Liquid Seasoning, ½ teaspoon ground black pepper, 1 teaspoon garlic powder, ¾ cup all-purpose flour, ½ cup cornstarch, ½ teaspoon salt, 1 teaspoon onion powder, 1 tablespoon butter, 3 cloves garlic minced, ½ cup Lady’s Choice Mayonnaise, ½ teaspoon lemon juice, 2 tablespoons honey, 1 teaspoon Knorr Liquid Seasoning","Combine chicken with the chicken seasoning ingredients. Mix well. Let it stay for 10 minutes.
Meanwhile combine flour mixture ingredients. Mix well and set aside.
Heat 2 cups of cooking oil in a deep cooking pot.
While the oil is heating-up, dredge the chicken in flour mixture. Dip in beaten egg, and then dredge once more with the flour mixture.
Deep-fry the chicken for 14 minutes or until golden brown. Remove chicken from the cooking pot. Set aside.
Make the Mayo Garlic glaze by melting butter on a clean pan. Add garlic. Cook until it starts to brown. Turn the heat off and add Lady’s Choice Mayonnaise, lemon juice, honey, and Knorr Liquid Seasoning. Mix well.
Add the crispy fried chicken and toss with the glaze until completely coated.
Transfer to a serving plate. Serve. Share and enjoy!",chicken thigh egg knorr black garlic powder all purpose flour cornstarch onion powder butter garlic lady mayonnaise lemon juice honey knorr,"['chicken', 'thigh', 'egg', 'knorr', 'black', 'garlic', 'powder', 'allpurpose', 'flour', 'cornstarch', 'onion', 'powder', 'butter', 'garlic', 'lady', 'mayonnaise', 'lemon', 'juice', 'honey', 'knorr']"
